time_start,time_end,temperature,precips,clouds
2018-01-20,2018-01-21,"[27, 26, 26, 25, 24, 25, 25, 25.1, 25, 26, 27, 29, 29, 28.6, 30, 30, 30, 30, 30, 29, 28, 28, 28, 27]","[0.2, 0.2, 0.2, 0.1, 0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[78, 78, 79, 80, 83, 89, 89, 79, 68, 67, 63, 53, 48, 55, 65, 65, 61, 61, 63, 64, 66, 66, 68, 70]"
2018-01-21,2018-01-22,"[27, 26, 26, 25, 26, 25, 25, 25, 25, 26, 25, 27, 28, 28.8, 30, 31, 31, 30, 29, 28, 28, 28, 28, 27]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[71, 69, 64, 61, 61, 62, 60, 55, 55, 60, 60, 53, 50, 56, 61, 66, 69, 69, 70, 72, 71, 73, 73, 71]"
2018-01-22,2018-01-23,"[27, 27, 26, 26, 26, 26, 26, 26, 27, 28, 29, 30, 32, 32.8, 33, 32, 32, 30, 27, 25, 25, 25, 23, 25]","[0, 0, 0, 0, 0, 0, 0, 0.4, 0.3, 0.1, 0.1, 0.1, 0.1, 0.3, 0.5, 0.7, 0.8, 0.9, 1.1, 1.3, 1.4, 1.4, 1.4, 1.2]","[70, 71, 73, 71, 68, 63, 48, 33, 26, 19, 19, 21, 26, 32, 45, 58, 63, 66, 68, 71, 71, 73, 76, 76]"
2018-01-23,2018-01-24,"[25, 24, 24, 23, 22, 22, 22, 22.8, 23, 24, 26, 28, 28, 29, 29, 30, 30, 30, 29, 28.7, 27, 27, 27, 27]","[1.1, 0.9, 0.7, 0.6, 0.3, 0.2, 0.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[75, 74, 73, 71, 67, 63, 52, 31, 23, 11, 2, 2, 5, 11, 25, 34, 49, 59, 61, 64, 63, 59, 55, 51]"
2018-01-24,2018-01-25,"[26, 26, 26, 25, 25, 25, 25, 25.4, 26, 27, 28, 29, 30, 30.7, 31, 31, 30, 30, 29, 28, 26, 25, 25, 25]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1]","[46, 39, 33, 27, 21, 20, 19, 14, 6, 1, 2, 12, 15, 16, 18, 24, 33, 32, 45, 54, 56, 54, 50, 50]"
2018-01-25,2018-01-26,"[25, 25, 25, 25, 25, 24, 24, 24.8, 26, 27, 27, 30, 31, 32, 32, 32, 31, 31, 31, 30.6, 27, 26, 26, 26]","[0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.2, 0.3]","[48, 40, 34, 28, 24, 24, 26, 24, 11, 1, 1, 1, 1, 2, 8, 11, 14, 18, 24, 40, 47, 47, 43, 37]"
2018-01-26,2018-01-27,"[24, 26, 25, 25, 25, 24, 24, 24.5, 25, 27, 27, 29, 30, 29, 30, 30, 30, 28, 26, 26.4, 26, 26, 25, 26]","[0.4, 0.4, 0.4, 0.3, 0.2, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1]","[28, 25, 24, 22, 20, 18, 18, 13, 6, 1, 5, 4, 9, 11, 13, 23, 40, 50, 54, 59, 75, 90, 83, 67]"
2018-01-27,2018-01-28,"[26, 25, 24.5, 24, 24, 24, 24, 25.1, 26, 27, 29, 30, 30, 31.6, 33, 32, 31, 32, 31, 30, 28, 28, 28, 28]","[0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.2, 0.2, 0.1]","[62, 75, 84, 92, 96, 96, 96, 86, 55, 14, 4, 4, 5, 6, 13, 27, 34, 30, 50, 68, 79, 87, 92, 94]"
2018-01-28,2018-01-29,"[26, 26, 25, 25, 26, 26, 26, 24.5, 22, 24, 27, 28, 29, 29.1, 30, 30, 30, 30, 30, 29, 29, 29, 27, 27]","[0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[96, 95, 95, 95, 88, 74, 58, 31, 12, 9, 10, 9, 6, 10, 21, 29, 27, 41, 62, 71, 76, 76, 77, 75]"
2018-01-29,2018-01-30,"[27, 27, 27, 26, 26, 26, 26.1, 26.3, 27, 27, 29, 30, 30, 29.8, 30, 29, 29, 30, 29, 28, 27, 27, 27, 26]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[69, 62, 48, 32, 27, 28, 36, 16, 7, 2, 0, 1, 3, 7, 14, 27, 28, 25, 38, 56, 57, 54, 51, 52]"
2018-01-30,2018-01-31,"[26, 26, 26, 26, 26, 26, 26, 26, 26.5, 27, 28, 30, 30, 29.9, 31, 31, 31, 29, 29, 28, 26.5, 25, 24, 24]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.2, 0.3, 0.4, 0.3, 0.2, 0.2, 0.2]","[64, 63, 50, 38, 29, 21, 16, 11, 9, 4, 3, 5, 8, 15, 26, 27, 32, 30, 48, 62, 64, 62, 63, 60]"
