time_start,time_end,temperature,precips,clouds
2019-01-19,2019-01-20,"[25, 25, 24, 24, 24, 23, 23, 23.3, 23, 25, 27, 29, 30, 29, 30, 30, 29, 27, 28, 27, 26, 27, 26, 26]","[0.5, 0.4, 0.3, 0.2, 0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[67, 68, 75, 73, 56, 36, 55, 71, 84, 88, 84, 43, 13, 14, 24, 53, 73, 78, 78, 78, 74, 72, 72, 73]"
2019-01-20,2019-01-21,"[26, 24, 25, 24, 24, 24, 24, 24, 25, 26, 26, 27, 27, 28, 28, 29, 28.6, 29, 28, 28.3, 27, 28, 27, 27]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[72, 72, 70, 68, 70, 81, 88, 87, 82, 81, 88, 93, 91, 83, 76, 83, 83, 77, 73, 73, 72, 75, 85, 89]"
2019-01-21,2019-01-22,"[26, 26, 25, 25, 25, 26, 25, 25, 28, 29, 30, 31, 31, 31.9, 32, 32, 31.9, 30, 30, 28.7, 28, 27, 27, 26]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1]","[89, 88, 93, 97, 98, 97, 95, 90, 82, 74, 66, 52, 46, 45, 49, 66, 72, 78, 95, 97, 97, 97, 96, 90]"
2019-01-22,2019-01-23,"[26, 26, 26, 26, 26, 25, 25, 24.9, 26, 28, 28.5, 28, 29, 30.4, 29, 29, 31.1, 31, 29, 27.8, 28, 27, 27, 27]","[0.1, 0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[90, 95, 96, 94, 95, 95, 93, 91, 88, 83, 70, 69, 67, 64, 66, 77, 87, 92, 86, 68, 62, 57, 59, 63]"
2019-01-23,2019-01-24,"[26, 26, 26, 26, 25, 25, 26, 25.4, 26, 28, 29, 29, 29, 30.9, 30, 30, 30.8, 30, 30, 29.6, 29, 29, 28, 28]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[61, 71, 77, 91, 94, 95, 94, 75, 61, 60, 61, 75, 86, 88, 88, 88, 88, 83, 73, 82, 95, 95, 95, 95]"
2019-01-24,2019-01-25,"[28, 27, 27, 26, 26, 26, 26, 26, 26, 27, 27, 29, 28, 28.8, 30, 30, 29.1, 28, 27, 25.7, 26, 26, 26, 25]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1]","[95, 96, 96, 96, 97, 97, 97, 97, 96, 95, 95, 95, 95, 95, 96, 95, 77, 60, 48, 42, 49, 59, 61, 60]"
2019-01-25,2019-01-26,"[26, 26, 26, 26, 26, 26, 25, 25.2, 26, 26, 27, 28, 29, 30, 31, 31, 30.8, 31, 30, 29.5, 29, 27, 28, 28]","[0.1, 0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[76, 89, 91, 89, 79, 60, 48, 57, 66, 66, 63, 66, 58, 60, 68, 89, 85, 62, 56, 44, 39, 49, 51, 59]"
2019-01-26,2019-01-27,"[26, 26, 25, 25, 25, 25, 25, 25.9, 28, 28, 28, 28, 29, 29, 30, 30, 28.8, 29, 29, 28.2, 28, 28, 27, 27]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1]","[80, 94, 94, 85, 73, 57, 53, 54, 66, 65, 62, 71, 84, 95, 95, 95, 96, 97, 97, 97, 98, 98, 98, 98]"
2019-01-27,2019-01-28,"[26, 26, 26, 26, 26, 26, 26, 26, 25, 26, 26.3, 28, 26, 29, 29, 29, 28.4, 29, 28, 28, 27, 27, 27, 27]","[0.1, 0.1, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1]","[96, 95, 96, 96, 96, 96, 95, 84, 60, 39, 30, 26, 27, 29, 49, 59, 61, 69, 80, 95, 98, 98, 98, 98]"
2019-01-28,2019-01-29,"[27, 27, 27, 26, 26, 25, 25, 23.8, 24, 24, 24.1, 25, 27, 27.3, 27, 28, 27.8, 28, 27, 25.4, 24, 25, 24, 24]","[0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.3, 0.2, 0.2, 0.2, 0.2, 0.2, 0.3, 0.4, 0.5, 0.5, 0.5, 0.5, 0.6, 0.6, 0.6, 0.6, 0.5]","[98, 98, 97, 97, 97, 97, 96, 97, 96, 93, 86, 88, 88, 87, 88, 88, 87, 87, 89, 92, 91, 92, 91, 94]"
2019-01-29,2019-01-30,"[25, 25, 25, 24, 24, 24, 24, 24.6, 25, 26, 28.2, 29, 28, 27.6, 28, 30, 29.7, 30, 29, 29.2, 27, 28, 27, 26]","[0.4, 0.3, 0.2, 0.1, 0.1, 0, 0, 0.2, 0.3, 0.3, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.2, 0.4, 0.9, 1.4, 2, 2.4]","[96, 98, 98, 98, 94, 91, 95, 97, 97, 97, 97, 96, 96, 96, 95, 86, 80, 81, 85, 92, 94, 93, 84, 83]"
2019-01-30,2019-01-31,"[26, 27, 26, 25, 25, 25, 24, 24, 24, 25, 25.9, 27, 29, 29.4, 30, 29, 28.8, 29, 26, 27.1, 27, 26, 27, 26]","[2.3, 2.1, 1.7, 1.3, 0.8, 0.4, 0.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.1, 0.2, 0.3, 0.3]","[92, 94, 94, 94, 94, 94, 93, 93, 93, 93, 92, 82, 55, 36, 70, 92, 95, 95, 96, 96, 96, 96, 96, 96]"
